Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,63,556,619,Chinshwehaw(ST),MMR015022
 Rural,53,278,331,Chinshwehaw(ST),MMR015022
 Total,116,834,950,Chinshwehaw(ST),MMR015022
