Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,49,824,873,Talay(ST),MMR016009
 Rural,147,2998,3145,Talay(ST),MMR016009
 Total,196,3822,4018,Talay(ST),MMR016009
