Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,757,7896,8653,Kyukme,MMR015012
 Rural,366,19352,19718,Kyukme,MMR015012
 Total,1123,27248,28371,Kyukme,MMR015012
