Urban_Rural,Land_line_phone_Yes,Land_line_phone_No,Land_line_phone_Total,Township,MIMU_code
 Urban,1779,2829,4608,Dagon,MMR013043
 Total,1779,2829,4608,Dagon,MMR013043
