School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,97,194,250,263,256,234,218,201,173,125,83,56,37,24,13,10,15,4,4,2,-,2,2,3,-,2,-,4,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2281,Minephyat,MMR016010
 Previously attended,18,15,17,19,26,28,19,43,53,76,65,88,86,112,90,120,83,100,87,85,94,70,97,92,87,110,66,67,71,73,74,63,51,55,35,51,63,51,47,46,43,28,36,35,26,26,26,22,29,20,25,24,19,14,5,20,6,9,12,12,11,8,3,5,4,3,5,4,1,2,3,1,2,3,1,1,-,-,1,1,-,-,-,-,1,1,3091,Minephyat,MMR016010
 Never attended,252,124,89,76,59,54,72,56,66,67,80,78,101,107,74,137,62,68,95,95,138,75,113,91,79,157,71,106,108,95,172,101,86,119,90,183,95,113,171,100,137,88,121,136,107,204,105,103,149,101,139,98,94,95,63,135,50,72,71,56,86,33,40,46,27,82,25,27,37,17,35,25,18,24,7,38,7,4,9,16,12,8,4,4,-,31,6861,Minephyat,MMR016010
 Total,367,333,356,358,341,316,309,300,292,268,228,222,224,243,177,267,160,172,186,182,232,147,212,186,166,269,137,177,179,168,248,165,137,174,125,234,158,164,218,146,180,116,157,171,136,230,131,125,178,121,164,122,113,109,68,155,56,81,83,68,97,41,44,52,31,86,30,31,38,19,38,26,20,27,8,39,7,4,10,17,12,8,4,4,1,32,12233,Minephyat,MMR016010
