School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,106,362,360,363,350,349,331,281,312,228,208,174,95,86,59,44,17,6,6,3,2,1,3,1,1,-,1,2,-,2,2,3,-,-,-,1,-,2,1,1,2,2,1,1,1,1,2,2,-,1,1,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,1,1,-,-,-,1,1,2,-,-,1,-,-,-,1,-,-,-,-,-,3788,Htilin,MMR009024
 Previously attended,30,50,57,45,46,54,85,76,108,146,148,163,196,201,249,295,289,291,314,278,356,373,351,377,353,382,370,375,357,310,409,423,369,397,397,434,402,466,396,410,431,453,398,367,348,397,317,343,297,280,318,218,210,261,228,267,175,177,185,203,167,199,181,150,145,132,96,102,98,92,95,54,68,72,48,46,37,29,29,26,23,25,20,19,13,44,18711,Htilin,MMR009024
 Never attended,235,11,3,2,3,-,-,4,1,-,2,1,1,3,-,7,2,2,4,3,5,6,2,6,4,12,4,3,6,3,6,6,3,4,6,7,4,4,6,4,5,4,4,6,5,11,11,10,16,17,17,15,15,21,12,29,21,23,29,21,38,47,39,33,29,50,33,50,42,57,68,42,40,54,33,37,37,28,29,20,23,17,11,16,11,25,1586,Htilin,MMR009024
 Total,371,423,420,410,399,403,416,361,421,374,358,338,292,290,308,346,308,299,324,284,363,380,356,384,358,394,375,380,363,315,417,432,372,401,403,442,406,472,403,415,438,459,403,374,354,409,330,355,313,298,336,233,225,282,240,296,196,201,215,225,205,246,220,183,174,182,130,153,140,149,163,97,109,128,81,83,75,57,58,46,47,42,31,35,24,69,24085,Htilin,MMR009024
