School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,59,218,220,217,211,254,177,213,164,134,66,52,36,29,21,14,5,5,5,-,-,1,2,2,-,1,-,1,-,-,-,-,-,1,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2111,Minelon(ST),MMR015012
 Previously attended,6,12,8,17,16,32,30,42,81,90,102,128,119,147,143,171,107,139,110,138,168,107,125,154,122,166,93,118,95,111,125,98,98,109,88,105,80,104,93,80,119,73,64,65,60,88,56,72,74,77,87,63,40,54,24,68,20,31,30,16,31,20,19,16,7,15,9,7,9,5,16,6,2,3,5,10,3,6,3,2,1,1,-,1,-,1,5256,Minelon(ST),MMR015012
 Never attended,214,105,49,46,28,53,27,30,41,21,40,39,44,67,23,104,31,49,58,41,72,48,47,59,44,121,47,66,58,40,92,70,48,67,53,135,41,70,61,71,122,63,75,85,42,128,43,74,65,60,85,65,52,62,46,118,45,48,52,43,69,36,40,35,22,67,12,20,21,14,32,19,20,25,5,47,6,9,11,12,11,9,6,4,4,22,4371,Minelon(ST),MMR015012
 Total,279,335,277,280,255,339,234,285,286,245,208,219,199,243,187,289,143,193,173,179,240,156,174,215,166,288,140,185,153,151,217,168,146,177,142,240,121,174,156,151,241,136,139,150,102,216,99,146,139,137,172,128,92,116,70,186,65,79,82,59,100,56,59,51,29,82,21,27,30,19,48,25,22,28,10,57,9,15,14,14,12,10,6,5,4,23,11738,Minelon(ST),MMR015012
