School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,775,1867,2063,1902,2007,1999,1903,1786,1612,1210,1008,757,583,420,271,195,95,47,19,21,16,14,17,12,8,1,3,8,9,4,4,4,4,2,4,4,4,4,2,-,2,1,1,-,2,4,1,6,1,3,4,4,3,3,2,1,6,4,1,2,4,1,1,1,1,3,3,1,-,2,1,3,1,2,-,-,1,-,3,2,3,-,-,-,-,2,20750,Kyonpyaw,MMR017005
 Previously attended,120,209,230,229,246,300,368,592,846,873,1151,1148,1261,1397,1325,1813,1488,1749,1570,1539,1865,1499,1743,1783,1655,1950,1689,1660,1727,1400,1888,1506,1479,1676,1517,1633,1238,1588,1468,1264,1618,1372,1248,1456,1255,1551,1254,1265,1479,1163,1347,1080,977,1001,943,1078,730,678,689,516,604,443,422,306,220,377,215,287,311,270,383,220,186,239,156,219,122,117,130,89,123,74,56,45,34,103,79133,Kyonpyaw,MMR017005
 Never attended,1428,245,60,40,49,47,53,60,71,73,90,62,62,93,71,107,75,103,86,85,122,95,114,119,103,166,109,129,186,121,203,113,146,166,123,155,85,131,106,103,170,104,124,153,116,189,118,129,169,146,203,144,140,158,138,216,107,134,158,138,153,99,116,55,65,164,83,112,120,91,236,100,97,149,77,137,65,73,82,54,93,37,30,19,24,80,10920,Kyonpyaw,MMR017005
 Total,2323,2321,2353,2171,2302,2346,2324,2438,2529,2156,2249,1967,1906,1910,1667,2115,1658,1899,1675,1645,2003,1608,1874,1914,1766,2117,1801,1797,1922,1525,2095,1623,1629,1844,1644,1792,1327,1723,1576,1367,1790,1477,1373,1609,1373,1744,1373,1400,1649,1312,1554,1228,1120,1162,1083,1295,843,816,848,656,761,543,539,362,286,544,301,400,431,363,620,323,284,390,233,356,188,190,215,145,219,111,86,64,58,185,110803,Kyonpyaw,MMR017005
