School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,367,880,899,926,928,982,868,785,694,501,403,280,236,182,104,75,36,20,11,6,5,6,5,4,1,2,7,2,4,1,-,1,2,1,3,2,1,2,3,1,1,1,-,-,-,1,1,1,1,1,3,-,-,1,-,2,-,1,2,4,1,3,1,1,2,-,2,-,-,2,2,1,-,3,-,1,1,-,-,-,-,-,1,1,-,-,9278,Okpo,MMR008010
 Previously attended,54,83,128,113,135,152,209,327,468,596,640,655,827,967,836,1063,924,965,935,882,1062,891,910,1021,867,1114,867,873,1004,802,1029,839,892,963,975,964,684,947,853,832,935,766,802,802,709,915,764,734,827,673,820,604,611,722,519,657,461,485,438,365,494,304,331,207,131,216,162,203,175,161,262,159,138,163,85,143,86,97,107,98,91,61,51,50,31,107,47070,Okpo,MMR008010
 Never attended,623,97,26,24,20,30,22,21,30,29,30,32,42,36,31,53,32,48,35,30,51,45,37,66,38,66,39,44,50,45,61,31,30,38,43,52,25,45,40,38,69,38,38,52,29,57,54,52,44,51,65,57,61,62,44,74,51,60,49,44,75,36,45,33,22,41,17,43,40,50,93,49,45,56,32,56,32,31,37,30,27,28,11,11,3,39,4208,Okpo,MMR008010
 Total,1044,1060,1053,1063,1083,1164,1099,1133,1192,1126,1073,967,1105,1185,971,1191,992,1033,981,918,1118,942,952,1091,906,1182,913,919,1058,848,1090,871,924,1002,1021,1018,710,994,896,871,1005,805,840,854,738,973,819,787,872,725,888,661,672,785,563,733,512,546,489,413,570,343,377,241,155,257,181,246,215,213,357,209,183,222,117,200,119,128,144,128,118,89,63,62,34,146,60556,Okpo,MMR008010
