School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,481,1361,1533,1558,1491,1549,1394,1396,1135,872,601,518,418,337,225,150,81,59,30,16,8,7,9,7,8,8,4,4,5,2,6,-,2,1,3,3,-,3,1,1,1,3,1,3,-,1,1,3,1,2,1,1,3,3,2,2,1,-,1,-,2,2,3,1,3,2,-,-,1,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,15334,Kalaw,MMR014005
 Previously attended,89,145,207,184,175,254,379,643,941,1090,1113,1231,1386,1697,1431,1823,1427,1516,1520,1426,1532,1236,1352,1491,1300,1563,1035,1177,1232,1040,1202,1035,957,1038,843,1130,802,1001,922,802,922,669,690,727,517,740,496,526,552,478,544,414,410,393,301,389,235,253,231,236,276,173,171,132,86,129,59,83,68,60,84,58,44,57,32,59,29,32,37,21,24,21,14,14,15,54,52922,Kalaw,MMR014005
 Never attended,997,223,70,40,27,35,27,40,59,62,98,82,103,112,114,166,97,151,161,145,229,191,241,269,229,344,194,307,306,236,313,261,259,246,207,336,194,270,253,225,323,236,266,261,247,391,226,281,275,247,358,276,242,277,201,359,179,190,199,173,215,154,148,94,67,197,62,92,104,81,154,76,76,94,50,136,48,54,45,50,42,35,18,28,14,77,15337,Kalaw,MMR014005
 Total,1567,1729,1810,1782,1693,1838,1800,2079,2135,2024,1812,1831,1907,2146,1770,2139,1605,1726,1711,1587,1769,1434,1602,1767,1537,1915,1233,1488,1543,1278,1521,1296,1218,1285,1053,1469,996,1274,1176,1028,1246,908,957,991,764,1132,723,810,828,727,903,691,655,673,504,750,415,443,431,409,493,329,322,227,156,328,121,175,173,142,238,135,120,152,82,195,77,86,82,71,66,56,32,42,29,131,83593,Kalaw,MMR014005
