School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,78,127,160,178,188,269,121,174,143,148,134,79,52,69,18,22,5,6,4,4,5,1,-,1,-,1,-,-,1,1,1,-,-,-,-,1,1,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,Donhee(ST),MMR005037
 Previously attended,4,6,12,10,5,13,4,14,12,22,46,37,28,50,37,70,17,29,32,23,29,14,9,20,15,20,7,10,13,10,11,8,3,4,2,14,2,3,-,4,5,5,-,3,-,5,-,-,-,1,3,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,697,Donhee(ST),MMR005037
 Never attended,353,268,210,242,166,236,77,152,134,125,191,147,111,187,111,262,61,83,122,110,182,80,93,144,101,320,51,105,83,114,254,126,78,196,97,356,61,91,96,96,266,80,55,115,86,287,30,47,49,81,87,54,39,70,48,183,22,36,32,47,90,28,15,28,25,98,8,13,15,9,37,11,3,21,8,46,3,7,5,7,11,3,8,4,2,23,8314,Donhee(ST),MMR005037
 Total,435,401,382,430,359,518,202,340,289,295,371,263,191,306,166,354,83,118,158,137,216,95,102,165,116,341,58,115,97,125,266,134,81,200,99,371,64,94,96,100,271,85,55,119,86,293,31,47,49,82,90,55,39,71,48,185,23,36,32,47,90,28,15,28,26,98,8,13,15,10,38,11,3,21,9,46,3,7,5,7,12,3,8,4,2,23,11010,Donhee(ST),MMR005037
