School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,110,303,306,347,325,331,312,311,383,372,320,292,287,288,239,204,148,84,39,36,30,19,14,13,12,8,4,5,9,5,4,3,4,3,3,5,5,4,6,6,1,3,2,6,-,1,1,2,3,3,3,1,2,4,-,2,1,-,-,-,-,2,-,1,2,3,1,-,1,1,2,3,2,4,-,-,-,-,1,-,1,1,1,1,-,1,5262,Bahan,MMR013044
 Previously attended,46,82,107,88,111,128,135,173,212,309,329,442,485,615,615,847,846,878,906,785,843,777,787,810,719,873,692,758,685,642,709,627,611,712,627,759,588,701,622,583,690,590,634,626,596,662,522,560,585,540,569,460,472,498,413,495,362,389,376,295,351,232,309,237,174,232,157,138,172,151,200,113,108,123,96,101,91,83,85,73,65,65,46,43,40,135,36218,Bahan,MMR013044
 Never attended,215,16,5,7,5,3,9,4,19,14,14,23,16,19,17,20,9,9,10,13,12,13,6,7,6,15,5,8,11,7,14,12,8,11,6,11,8,6,9,8,14,9,7,6,5,13,4,9,8,7,10,6,7,10,6,8,10,4,12,13,14,11,11,13,5,13,6,7,13,12,18,12,8,15,7,12,7,8,6,7,15,5,5,4,5,17,1054,Bahan,MMR013044
 Total,371,401,418,442,441,462,456,488,614,695,663,757,788,922,871,1071,1003,971,955,834,885,809,807,830,737,896,701,771,705,654,727,642,623,726,636,775,601,711,637,597,705,602,643,638,601,676,527,571,596,550,582,467,481,512,419,505,373,393,388,308,365,245,320,251,181,248,164,145,186,164,220,128,118,142,103,113,98,91,92,80,81,71,52,48,45,153,42534,Bahan,MMR013044
