School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,205,573,762,956,828,1063,805,907,739,510,404,300,182,175,97,65,35,26,9,9,11,8,6,9,6,6,4,2,4,-,3,1,-,1,2,6,3,2,4,2,3,-,-,2,-,5,1,1,2,-,1,-,-,-,-,1,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,8752,Tantyan,MMR015004
 Previously attended,20,57,65,121,106,228,185,318,359,446,506,553,497,750,443,637,368,390,370,295,427,307,266,306,286,366,183,239,211,173,273,203,166,227,132,247,135,158,177,140,191,121,113,132,97,177,85,92,105,76,113,71,49,62,35,69,28,23,30,20,35,16,17,9,14,14,5,6,13,9,10,4,6,3,1,7,3,5,1,1,1,2,-,5,1,3,13216,Tantyan,MMR015004
 Never attended,1895,1374,1163,1211,864,1224,719,1026,916,865,1174,982,904,1415,756,1833,673,885,970,743,1748,786,765,1128,747,2245,612,740,611,643,1656,697,604,837,549,2026,507,694,737,533,1720,635,487,658,432,1950,397,539,557,473,990,505,365,405,224,1379,215,230,268,213,622,165,176,169,94,676,95,104,115,85,227,88,62,81,30,296,27,29,52,35,62,26,11,16,8,177,56627,Tantyan,MMR015004
 Total,2120,2004,1990,2288,1798,2515,1709,2251,2014,1821,2084,1835,1583,2340,1296,2535,1076,1301,1349,1047,2186,1101,1037,1443,1039,2617,799,981,826,816,1932,901,770,1065,683,2279,645,854,918,675,1914,756,600,792,529,2132,483,632,664,549,1104,576,414,467,259,1449,243,254,298,233,658,182,193,178,108,690,100,110,128,94,237,93,69,84,31,303,30,34,53,36,63,28,11,22,9,180,78595,Tantyan,MMR015004
