School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,83,268,298,345,315,369,298,339,267,217,145,86,73,59,39,27,12,8,3,4,4,3,5,3,-,4,2,-,2,-,1,-,-,2,-,2,-,1,-,-,-,-,1,-,-,1,-,1,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,3292,Le`char,MMR014012
 Previously attended,26,34,47,49,59,69,58,113,133,132,173,166,176,264,170,310,163,217,201,182,256,165,192,229,154,270,144,187,182,147,189,116,110,154,110,160,88,138,148,109,172,94,95,108,73,152,72,89,101,85,97,71,41,54,35,66,28,27,16,16,24,16,9,4,4,20,5,3,7,3,4,3,1,1,3,4,2,1,5,1,-,3,-,-,-,1,7606,Le`char,MMR014012
 Never attended,371,186,160,154,92,174,101,142,132,107,187,134,115,241,105,342,113,161,151,148,364,167,160,268,160,481,150,166,140,117,385,154,116,210,116,416,108,187,201,142,425,142,149,193,121,460,125,150,195,171,294,163,136,147,95,315,63,71,79,66,163,50,54,48,26,178,32,37,34,27,95,30,12,19,11,101,10,12,13,9,35,13,4,13,4,57,12171,Le`char,MMR014012
 Total,480,488,505,548,466,612,457,594,532,456,505,386,364,564,314,679,288,386,355,334,624,335,357,500,314,755,296,353,324,264,575,270,226,366,226,578,196,326,349,251,597,236,245,301,194,613,197,240,296,257,392,234,177,201,130,382,91,98,95,82,187,66,63,52,30,198,37,40,41,30,99,33,13,20,15,106,12,13,18,10,35,16,4,13,4,58,23069,Le`char,MMR014012
