School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,255,737,857,885,871,864,846,890,862,596,494,356,274,215,155,121,58,35,24,2,9,5,6,3,3,1,4,2,2,-,1,-,1,-,-,1,-,1,2,-,1,-,1,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,1,1,-,1,-,-,1,-,-,-,1,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,9451,Shwegu,MMR001011
 Previously attended,26,43,63,64,60,53,59,105,202,283,410,476,545,646,563,717,586,629,637,627,724,649,685,734,676,763,575,603,635,518,646,530,558,520,491,539,443,547,498,460,534,376,414,362,355,438,316,336,383,310,402,266,301,285,213,252,200,213,189,181,227,159,164,119,70,126,78,86,89,74,79,52,43,68,29,44,27,31,33,20,29,11,16,8,10,34,26640,Shwegu,MMR001011
 Never attended,466,38,7,5,5,5,3,4,3,4,3,3,8,4,5,2,4,4,9,4,5,2,6,11,4,13,10,6,10,11,14,12,8,14,6,12,8,7,12,7,19,4,12,11,11,32,14,15,18,19,30,15,16,11,20,42,16,22,25,24,32,16,31,17,17,46,21,20,23,19,15,23,20,19,8,25,14,8,10,17,18,12,8,6,5,24,1614,Shwegu,MMR001011
 Total,747,818,927,954,936,922,908,999,1067,883,907,835,827,865,723,840,648,668,670,633,738,656,697,748,683,777,589,611,647,529,661,542,567,534,497,552,451,555,512,467,554,380,427,373,366,470,330,352,401,330,432,281,317,297,233,294,216,235,214,206,260,175,196,136,87,173,99,106,112,94,95,76,63,87,37,69,42,39,43,37,47,23,24,14,15,58,37705,Shwegu,MMR001011
