School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,527,1424,1685,1679,1641,1687,1475,1398,1152,933,658,424,361,260,151,128,62,47,32,18,13,12,9,11,10,9,9,7,6,5,4,-,1,3,5,7,2,2,-,1,3,3,1,1,1,-,3,3,3,4,4,1,1,1,1,3,1,4,5,1,-,1,2,2,1,1,-,3,2,-,3,1,3,-,-,-,-,1,-,1,-,-,-,-,-,-,15923,Ngaputaw,MMR017004
 Previously attended,89,154,150,174,184,242,296,432,660,777,923,872,1012,1118,904,1431,1109,1172,1222,1111,1384,1079,1140,1315,1174,1473,1162,1183,1177,952,1293,1068,992,1203,974,1233,842,1168,968,870,1023,830,746,888,668,966,664,771,749,607,756,569,501,513,435,632,366,358,316,290,361,237,198,172,99,223,76,137,135,111,239,117,89,116,50,102,45,47,54,48,57,36,33,20,10,64,52206,Ngaputaw,MMR017004
 Never attended,1246,397,144,87,55,49,35,48,36,41,60,47,42,60,53,86,47,75,79,57,120,73,93,103,91,140,74,119,103,80,145,82,97,96,80,122,69,91,66,57,104,54,71,91,60,123,80,75,97,99,130,100,93,88,71,145,56,64,86,66,89,53,42,38,46,104,37,47,46,47,119,48,48,58,28,83,32,33,34,23,27,17,16,9,11,40,7573,Ngaputaw,MMR017004
 Total,1862,1975,1979,1940,1880,1978,1806,1878,1848,1751,1641,1343,1415,1438,1108,1645,1218,1294,1333,1186,1517,1164,1242,1429,1275,1622,1245,1309,1286,1037,1442,1150,1090,1302,1059,1362,913,1261,1034,928,1130,887,818,980,729,1089,747,849,849,710,890,670,595,602,507,780,423,426,407,357,450,291,242,212,146,328,113,187,183,158,361,166,140,174,78,185,77,81,88,72,84,53,49,29,21,104,75702,Ngaputaw,MMR017004
