School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,121,203,235,243,248,229,236,213,196,183,143,132,99,58,60,24,15,15,8,3,5,-,2,2,2,4,1,-,2,2,-,1,1,2,-,1,1,-,1,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,2701,Kyaukhtu(ST),MMR009025
 Previously attended,13,22,28,24,21,37,37,36,57,51,89,105,128,150,149,231,185,210,191,231,226,209,241,264,248,290,250,266,270,205,308,259,258,268,225,328,265,294,316,269,309,272,250,259,262,260,214,272,259,232,250,193,168,161,147,151,115,119,127,107,114,99,82,59,47,64,42,41,39,36,31,15,21,19,12,15,4,5,9,7,10,6,1,3,2,6,12170,Kyaukhtu(ST),MMR009025
 Never attended,73,11,2,4,4,1,1,1,2,1,3,3,3,9,4,3,1,5,1,4,2,5,2,3,5,8,5,8,2,4,5,5,9,8,6,7,5,5,6,4,10,10,6,10,5,13,11,11,15,16,17,21,14,17,19,34,26,26,41,43,39,47,44,42,36,36,24,55,40,50,69,46,51,47,33,40,35,20,27,30,24,16,13,12,8,25,1514,Kyaukhtu(ST),MMR009025
 Total,207,236,265,271,273,267,274,250,255,235,235,240,230,217,213,258,201,230,200,238,233,214,245,269,255,302,256,274,274,211,313,265,268,278,231,336,271,299,323,274,320,282,256,269,268,273,225,283,274,248,267,214,182,179,166,185,141,145,168,150,153,147,126,101,84,101,66,96,79,86,101,62,72,66,45,55,40,25,36,37,34,22,14,15,10,31,16385,Kyaukhtu(ST),MMR009025
