School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,33,98,109,97,104,96,114,110,76,90,47,39,25,30,19,13,4,2,3,-,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1116,Hsinbo(ST),MMR001001
 Previously attended,2,8,15,16,11,7,13,15,23,32,36,38,59,80,68,63,58,71,63,70,91,69,66,82,75,90,62,74,72,52,73,71,63,56,52,82,54,65,48,43,57,43,42,51,27,46,40,24,32,31,37,30,18,16,15,17,12,13,15,13,14,9,8,16,3,10,7,4,5,5,8,5,2,7,4,-,3,-,2,1,1,2,-,1,-,3,2787,Hsinbo(ST),MMR001001
 Never attended,78,11,2,1,-,4,2,-,-,2,-,1,-,-,-,1,-,-,-,1,4,2,1,1,-,2,1,-,1,1,-,1,3,7,5,3,-,3,4,3,6,2,5,3,4,16,3,5,7,7,3,12,4,7,5,9,6,6,3,2,6,5,3,6,5,11,5,4,1,5,8,4,5,4,1,3,1,3,-,1,1,2,1,1,2,2,350,Hsinbo(ST),MMR001001
 Total,113,117,126,114,115,107,129,125,99,124,83,78,84,110,87,77,62,73,66,71,96,71,67,83,75,92,63,74,73,53,74,72,67,63,57,85,54,69,52,46,63,45,47,54,31,62,43,29,39,38,40,42,23,23,20,26,18,19,18,15,20,14,11,22,8,22,12,9,6,10,16,9,7,11,5,3,4,3,2,2,2,4,1,2,2,5,4253,Hsinbo(ST),MMR001001
