School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,40,112,111,135,117,127,104,119,117,81,61,29,27,16,14,15,3,2,-,1,2,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1242,Kunhing,MMR014014
 Previously attended,2,12,12,19,16,22,16,47,47,61,57,69,62,132,85,124,65,62,61,63,93,69,77,78,56,86,45,64,41,49,91,47,45,62,38,80,43,51,45,37,86,41,37,44,34,57,17,26,36,26,31,37,27,14,16,23,9,14,13,6,14,5,6,6,-,11,1,5,3,2,9,-,-,2,-,9,2,-,1,-,1,-,1,-,1,3,2907,Kunhing,MMR014014
 Never attended,159,95,72,56,48,59,37,63,57,40,96,72,54,118,46,161,55,73,72,52,180,45,79,114,53,254,46,69,49,31,215,43,47,87,38,267,49,61,72,41,265,57,62,96,44,309,33,71,67,68,147,58,52,68,28,222,15,48,50,29,104,17,20,30,7,98,13,22,15,8,69,15,10,11,5,47,6,5,7,3,14,6,2,1,3,24,5676,Kunhing,MMR014014
 Total,201,219,195,210,181,208,157,229,221,182,214,170,143,266,145,300,123,137,133,116,275,114,156,192,109,345,91,133,90,80,306,90,92,149,76,347,92,112,117,78,351,98,99,140,78,366,50,97,104,94,178,95,79,82,44,245,24,62,63,35,118,22,26,37,7,110,14,27,18,10,79,15,10,13,5,56,8,5,8,3,15,6,3,1,4,27,9825,Kunhing,MMR014014
