School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,56,125,129,143,122,122,113,104,114,96,74,55,39,24,14,8,5,3,2,-,3,-,1,1,-,2,-,-,-,-,2,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1361,Cikha(ST),MMR004005
 Previously attended,1,9,20,16,9,18,19,24,22,35,39,57,72,91,65,121,81,95,82,71,100,59,50,83,73,115,70,64,60,58,63,44,51,52,45,72,35,51,35,27,41,37,28,35,21,31,17,21,9,37,15,22,17,7,10,23,8,15,6,10,12,3,3,6,2,3,1,4,6,2,1,2,3,2,1,-,-,-,-,1,-,1,-,-,-,1,2618,Cikha(ST),MMR004005
 Never attended,106,40,8,3,1,-,1,-,5,2,5,5,3,5,1,5,2,4,6,3,3,7,4,6,4,9,1,5,11,11,12,10,11,6,13,15,3,11,11,9,17,14,16,16,14,22,8,17,16,11,14,17,13,10,8,28,5,18,10,11,13,13,8,10,5,18,6,11,10,12,5,5,4,4,4,10,2,5,1,5,7,1,3,-,2,4,820,Cikha(ST),MMR004005
 Total,163,174,157,162,132,140,133,128,141,133,118,117,114,120,80,134,88,102,90,74,106,66,55,90,77,126,71,69,71,69,77,55,62,58,58,87,38,62,47,36,59,51,44,51,35,53,25,38,25,48,29,39,30,17,18,51,13,33,16,21,25,16,11,16,7,21,7,16,16,14,6,7,7,6,5,10,2,5,1,6,7,2,3,-,2,5,4799,Cikha(ST),MMR004005
