School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,90,149,201,269,232,345,176,236,210,198,205,125,90,89,49,59,15,14,10,9,10,1,2,6,4,3,-,1,-,1,-,1,2,1,-,1,-,1,-,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2811,Lahe,MMR005036
 Previously attended,7,11,3,12,10,21,14,21,37,34,59,52,53,80,48,98,41,55,67,64,79,58,55,56,41,72,24,32,28,27,32,16,22,22,9,20,13,15,11,15,15,6,7,7,6,8,5,6,3,3,5,1,1,1,-,4,1,-,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1518,Lahe,MMR005036
 Never attended,634,464,438,466,286,503,169,246,236,241,423,253,172,355,137,488,135,151,188,182,452,199,208,291,200,585,113,200,142,165,417,153,130,249,168,553,117,146,165,131,358,118,125,197,113,480,96,84,106,109,156,70,59,100,54,336,55,49,65,55,132,16,34,42,27,173,16,19,21,17,58,11,14,22,5,83,7,6,9,5,17,5,2,2,5,40,14524,Lahe,MMR005036
 Total,731,624,642,747,528,869,359,503,483,473,687,430,315,524,234,645,191,220,265,255,541,258,265,353,245,660,137,233,170,193,449,170,154,272,177,574,130,162,176,146,374,125,132,204,119,488,101,90,110,112,162,71,60,101,54,340,57,49,65,56,133,16,35,43,27,174,16,19,21,17,58,11,14,22,5,84,7,6,9,5,17,5,2,2,5,40,18853,Lahe,MMR005036
