School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,178,458,427,426,461,433,337,331,282,205,175,132,87,56,36,24,18,8,4,6,4,1,4,4,2,1,2,2,2,2,1,1,3,1,2,-,1,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,2,-,1,-,-,-,-,2,-,1,-,-,-,-,-,-,1,1,-,-,1,1,-,1,-,-,-,-,-,-,-,-,4131,Saytottara,MMR009011
 Previously attended,20,34,22,26,36,34,55,88,135,159,188,216,280,293,265,350,275,289,373,349,409,313,372,385,426,497,384,382,390,350,388,353,362,345,315,359,287,322,315,255,299,234,204,255,213,275,179,214,174,195,198,142,157,153,124,163,96,110,99,106,111,83,66,62,37,68,31,28,31,35,33,20,17,21,19,17,17,10,14,5,9,6,6,3,7,9,15051,Saytottara,MMR009011
 Never attended,269,9,9,6,5,3,5,5,5,5,3,3,3,6,3,8,2,6,6,7,5,11,14,17,7,12,6,5,7,9,8,7,11,9,5,7,5,12,10,6,9,12,16,16,15,36,18,30,34,40,60,45,52,50,53,99,48,61,67,71,89,68,87,59,50,95,53,50,53,53,63,56,47,40,29,52,18,19,24,16,23,20,9,4,9,16,2475,Saytottara,MMR009011
 Total,467,501,458,458,502,470,397,424,422,369,366,351,370,355,304,382,295,303,383,362,418,325,390,406,435,510,392,389,399,361,397,361,376,355,322,366,293,334,326,261,308,246,220,271,229,311,197,244,208,236,258,187,209,203,179,262,145,171,166,177,200,153,153,122,87,163,84,78,84,88,97,77,64,61,49,70,35,30,38,21,32,26,15,7,16,25,21657,Saytottara,MMR009011
