School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,1146,2528,2656,2545,2583,2529,2385,2333,2035,1543,1145,848,670,446,285,203,131,82,45,30,32,20,21,19,21,16,13,11,10,6,11,8,9,6,5,5,3,6,9,4,6,6,7,5,5,2,9,7,1,4,6,3,6,7,6,5,2,1,2,-,4,4,3,3,3,4,-,2,4,2,2,2,1,1,-,2,1,3,1,1,1,2,-,-,1,2,26542,Mawlamyinegyun,MMR017018
 Previously attended,218,317,320,347,385,484,504,778,1143,1370,1591,1675,1910,2246,1957,2684,2151,2238,2306,2275,2927,2158,2357,2607,2290,2824,2254,2254,2376,1811,2696,1881,1893,2154,2015,2194,1688,2015,1773,1463,1905,1569,1475,1604,1387,1596,1223,1287,1506,1166,1425,1137,1029,1040,985,1213,901,833,758,642,866,605,493,420,287,437,264,290,297,262,390,237,186,206,117,205,135,142,110,114,97,74,52,41,39,124,101700,Mawlamyinegyun,MMR017018
 Never attended,2220,542,206,135,83,86,43,81,47,57,58,64,77,111,99,201,128,139,147,120,238,119,142,181,143,207,120,158,188,158,270,165,151,186,150,213,110,182,137,122,205,140,160,174,153,228,170,157,200,168,286,174,149,186,160,233,180,175,146,146,230,123,125,95,87,160,62,93,94,91,163,93,72,88,44,100,50,76,66,41,70,29,20,16,11,52,13725,Mawlamyinegyun,MMR017018
 Total,3584,3387,3182,3027,3051,3099,2932,3192,3225,2970,2794,2587,2657,2803,2341,3088,2410,2459,2498,2425,3197,2297,2520,2807,2454,3047,2387,2423,2574,1975,2977,2054,2053,2346,2170,2412,1801,2203,1919,1589,2116,1715,1642,1783,1545,1826,1402,1451,1707,1338,1717,1314,1184,1233,1151,1451,1083,1009,906,788,1100,732,621,518,377,601,326,385,395,355,555,332,259,295,161,307,186,221,177,156,168,105,72,57,51,178,141967,Mawlamyinegyun,MMR017018
