School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,162,422,527,567,571,564,512,505,451,421,366,316,243,223,128,99,48,40,33,19,9,5,7,5,2,3,2,3,2,2,1,3,1,-,-,2,-,-,2,-,-,-,1,1,2,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6272,Mindat,MMR004006
 Previously attended,19,17,14,13,23,15,22,17,64,64,88,94,114,182,158,220,188,184,220,210,237,191,218,256,185,242,178,170,150,187,218,155,148,150,127,170,101,155,169,125,111,85,61,79,70,84,52,57,44,51,49,42,40,45,36,36,18,23,20,22,9,13,15,12,8,13,6,8,6,2,2,1,4,-,-,1,2,1,1,2,3,-,-,-,-,3,6595,Mindat,MMR004006
 Never attended,469,188,59,25,18,21,13,10,15,18,25,25,35,26,25,67,44,38,49,71,105,67,66,107,90,150,71,87,84,82,101,91,80,88,65,128,47,101,174,173,184,96,100,131,110,201,102,108,114,132,130,105,83,90,101,187,92,65,114,91,127,61,55,68,48,106,29,35,58,41,53,16,16,34,30,53,8,6,20,7,16,4,3,1,2,35,6466,Mindat,MMR004006
 Total,650,627,600,605,612,600,547,532,530,503,479,435,392,431,311,386,280,262,302,300,351,263,291,368,277,395,251,260,236,271,320,249,229,238,192,300,148,256,345,298,295,181,162,211,182,285,154,165,158,184,179,147,123,135,137,224,110,88,134,113,136,74,70,80,56,119,35,43,64,43,55,17,20,34,30,54,10,7,21,9,19,4,3,1,2,38,19333,Mindat,MMR004006
