School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,63,105,119,145,137,140,112,141,126,90,83,65,42,38,18,11,5,4,4,4,2,6,3,-,-,1,1,-,-,1,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,1472,Monekoe(ST),MMR015009
 Previously attended,9,16,25,32,31,43,35,64,64,59,70,84,78,130,97,129,115,90,101,114,95,97,87,82,72,88,50,67,57,69,50,59,48,62,49,54,29,37,29,28,33,35,29,25,23,36,13,25,29,27,27,25,16,21,10,26,9,11,12,7,15,9,7,8,1,8,4,5,5,3,3,3,1,-,-,10,3,1,4,-,-,-,-,1,1,3,3129,Monekoe(ST),MMR015009
 Never attended,214,136,116,137,87,111,89,119,132,93,98,111,92,142,102,124,77,80,79,101,90,69,52,89,52,123,79,76,66,65,82,73,66,111,76,130,64,96,86,82,96,80,66,81,52,126,76,75,77,64,80,89,68,68,48,113,43,44,30,35,57,33,34,37,21,63,18,34,18,17,27,23,15,27,20,47,12,11,13,7,15,10,8,2,6,20,5873,Monekoe(ST),MMR015009
 Total,286,257,260,314,255,294,236,324,322,242,251,260,212,310,217,264,197,174,184,219,187,172,142,171,124,212,130,143,123,135,133,132,114,174,125,184,93,134,115,110,129,115,95,106,75,162,89,100,106,91,107,114,84,89,58,139,52,55,42,42,72,42,41,45,22,71,22,39,23,20,30,26,16,27,20,58,15,13,17,7,15,10,8,3,7,24,10474,Monekoe(ST),MMR015009
