School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,782,1787,1974,1797,1909,1808,1698,1805,1722,1304,931,671,513,386,281,205,129,71,29,23,22,17,22,13,13,10,9,11,13,5,6,5,5,4,5,4,1,4,3,1,3,3,4,4,4,6,2,4,2,4,3,1,-,3,1,2,2,4,2,1,2,-,2,2,-,2,1,-,2,-,1,3,-,-,-,2,2,-,2,2,1,-,-,2,-,1,20080,Tatkon,MMR018003
 Previously attended,55,122,115,137,167,191,225,300,474,687,915,1036,1233,1571,1386,1949,1534,1728,1728,1664,2030,1687,1764,1834,1654,2075,1436,1643,1585,1360,1909,1365,1432,1559,1258,1526,1037,1473,1411,1132,1500,1203,1079,1232,977,1250,802,949,996,887,1037,794,773,697,575,808,509,505,430,403,490,313,379,264,194,319,129,185,189,142,273,116,112,129,77,151,65,89,100,72,86,52,33,25,22,106,69905,Tatkon,MMR018003
 Never attended,1089,153,57,33,26,28,34,26,31,37,43,46,42,80,66,105,58,94,91,102,159,98,151,165,155,243,111,152,158,160,242,122,176,167,124,223,133,220,211,205,289,185,209,211,213,285,165,164,193,188,250,183,168,177,174,347,174,192,187,202,278,153,188,136,108,251,75,118,118,154,289,101,122,138,86,218,63,80,101,67,143,38,54,32,25,150,13058,Tatkon,MMR018003
 Total,1926,2062,2146,1967,2102,2027,1957,2131,2227,2028,1889,1753,1788,2037,1733,2259,1721,1893,1848,1789,2211,1802,1937,2012,1822,2328,1556,1806,1756,1525,2157,1492,1613,1730,1387,1753,1171,1697,1625,1338,1792,1391,1292,1447,1194,1541,969,1117,1191,1079,1290,978,941,877,750,1157,685,701,619,606,770,466,569,402,302,572,205,303,309,296,563,220,234,267,163,371,130,169,203,141,230,90,87,59,47,257,103043,Tatkon,MMR018003
