School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,34,126,152,170,142,147,137,138,120,97,83,56,37,28,17,11,8,5,4,1,-,6,1,-,-,2,-,-,-,-,2,-,1,-,1,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1535,Talay(ST),MMR016009
 Previously attended,11,13,20,21,12,23,21,27,37,42,54,45,68,82,88,107,88,72,81,69,81,62,57,87,56,68,50,52,58,44,55,56,51,50,46,60,33,38,43,36,49,36,26,28,25,39,22,33,28,25,25,24,19,13,15,17,12,8,7,14,12,9,1,3,2,6,1,2,7,4,3,1,1,-,1,2,1,1,-,-,2,1,-,-,-,2,2591,Talay(ST),MMR016009
 Never attended,140,52,41,29,22,28,14,22,25,16,23,22,32,39,31,52,30,26,39,34,66,35,40,47,38,93,39,60,37,36,66,57,54,64,49,104,42,54,61,62,88,75,66,85,40,111,76,73,85,53,79,66,66,63,33,91,41,40,39,44,77,40,31,33,18,56,26,26,25,21,25,14,10,26,12,43,8,13,11,8,11,7,2,5,4,11,3698,Talay(ST),MMR016009
 Total,185,191,213,220,176,198,172,187,182,155,160,123,137,149,136,170,126,103,124,104,147,103,98,134,94,163,89,112,95,80,123,113,106,114,96,164,75,92,105,98,138,111,92,114,65,150,98,106,113,78,104,90,85,76,48,109,53,48,46,58,90,49,32,37,20,62,27,28,32,25,28,15,11,26,13,45,9,14,11,8,13,8,2,5,5,15,7824,Talay(ST),MMR016009
