School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,96,278,285,305,282,308,324,338,353,339,315,288,319,300,311,224,180,120,89,64,34,35,20,17,16,11,5,7,1,7,6,1,6,-,6,4,3,3,4,2,8,7,4,5,2,-,1,2,1,6,3,1,4,-,-,1,1,-,-,3,-,3,2,4,-,1,1,-,-,1,-,1,-,-,1,-,1,2,1,-,1,1,-,-,-,2,5377,Kamayut,MMR013041
 Previously attended,46,56,49,67,92,80,118,114,160,253,288,363,423,542,525,795,883,1055,1054,993,1012,864,893,836,740,893,636,703,671,621,650,555,579,627,582,694,506,672,628,523,621,587,570,558,497,608,410,501,509,453,463,441,397,411,382,423,283,328,287,277,290,247,283,203,148,188,125,123,159,146,154,109,88,116,71,87,67,70,76,52,46,43,39,23,26,104,33930,Kamayut,MMR013041
 Never attended,181,24,6,2,2,2,2,6,8,7,18,10,12,14,11,13,6,8,2,14,13,7,3,7,3,7,4,5,3,3,8,4,3,4,6,5,4,9,3,5,4,3,6,6,6,6,4,8,6,6,6,4,2,7,5,12,4,5,7,7,9,5,8,6,4,10,8,6,7,12,13,11,3,11,5,19,9,9,8,5,4,7,7,5,2,9,770,Kamayut,MMR013041
 Total,323,358,340,374,376,390,444,458,521,599,621,661,754,856,847,1032,1069,1183,1145,1071,1059,906,916,860,759,911,645,715,675,631,664,560,588,631,594,703,513,684,635,530,633,597,580,569,505,614,415,511,516,465,472,446,403,418,387,436,288,333,294,287,299,255,293,213,152,199,134,129,166,159,167,121,91,127,77,106,77,81,85,57,51,51,46,28,28,115,40077,Kamayut,MMR013041
