School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,221,575,704,735,734,746,584,605,504,368,262,207,139,106,78,55,30,20,14,9,9,9,11,5,4,4,2,3,2,2,3,1,2,1,1,2,1,-,1,1,3,-,2,3,1,2,1,-,1,1,1,-,2,-,-,1,2,-,-,1,1,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,6785,Nanhsam(South),MMR014013
 Previously attended,46,54,80,104,107,158,164,278,310,403,432,467,434,605,443,634,457,489,488,438,528,431,420,463,384,520,314,383,362,326,406,296,278,344,251,324,219,254,268,243,287,178,205,191,168,192,142,166,144,137,144,108,96,108,84,90,48,47,36,33,57,25,31,25,12,29,6,12,15,8,9,6,11,10,3,19,4,3,2,2,7,4,-,1,4,13,16527,Nanhsam(South),MMR014013
 Never attended,684,340,208,233,160,251,153,208,203,173,242,197,194,330,199,437,180,234,196,223,437,227,243,349,230,615,172,289,254,224,540,267,263,310,186,591,195,297,224,235,512,200,202,280,189,541,177,240,206,211,336,233,153,172,100,416,94,138,106,86,172,67,74,65,45,207,32,66,46,42,76,34,29,33,30,99,18,28,15,14,24,12,7,6,8,52,17086,Nanhsam(South),MMR014013
 Total,951,969,992,1072,1001,1155,901,1091,1017,944,936,871,767,1041,720,1126,667,743,698,670,974,667,674,817,618,1139,488,675,618,552,949,564,543,655,438,917,415,551,493,479,802,378,409,474,358,735,320,406,351,349,481,341,251,280,184,507,144,185,142,120,230,92,105,91,57,236,38,78,61,51,85,40,41,43,33,118,22,31,17,16,31,16,7,7,12,65,40398,Nanhsam(South),MMR014013
