School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,678,1851,2047,2116,2028,2143,2066,2127,1851,1616,1232,916,688,605,397,257,172,104,63,39,38,23,16,19,22,19,3,8,9,9,11,10,10,10,6,6,3,4,7,8,6,5,3,5,-,7,7,6,1,2,6,2,3,2,2,1,2,6,2,3,7,-,3,1,-,2,1,5,-,2,1,-,2,2,1,2,1,1,1,1,-,1,-,-,1,4,23347,Hlegu,MMR013004
 Previously attended,153,221,249,270,270,315,368,566,830,997,1170,1352,1517,1997,1799,2191,1988,2121,2044,1905,2159,1801,1834,2141,1810,2124,1757,1764,1780,1571,1959,1573,1542,1915,1601,1879,1391,1843,1680,1500,1747,1461,1325,1483,1175,1493,1130,1229,1253,1101,1179,944,908,969,693,911,594,598,631,509,626,438,467,341,223,358,210,248,237,232,352,197,157,204,97,180,107,115,102,71,74,74,46,28,33,103,84600,Hlegu,MMR013004
 Never attended,1425,268,119,56,56,50,42,56,75,82,62,63,72,84,69,106,67,96,105,104,127,100,113,109,99,145,102,133,133,112,197,114,121,148,112,154,88,164,141,133,186,135,146,163,122,168,116,125,134,117,166,132,97,117,66,143,85,93,106,91,152,79,98,68,58,109,53,61,88,78,144,80,53,87,37,95,32,50,53,40,58,29,20,14,19,67,9832,Hlegu,MMR013004
 Total,2256,2340,2415,2442,2354,2508,2476,2749,2756,2695,2464,2331,2277,2686,2265,2554,2227,2321,2212,2048,2324,1924,1963,2269,1931,2288,1862,1905,1922,1692,2167,1697,1673,2073,1719,2039,1482,2011,1828,1641,1939,1601,1474,1651,1297,1668,1253,1360,1388,1220,1351,1078,1008,1088,761,1055,681,697,739,603,785,517,568,410,281,469,264,314,325,312,497,277,212,293,135,277,140,166,156,112,132,104,66,42,53,174,117779,Hlegu,MMR013004
