School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,23,67,88,78,72,86,55,73,69,52,54,56,37,36,19,13,7,6,7,4,5,3,-,1,1,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,916,Kanpaikti(ST),MMR001002
 Previously attended,1,3,4,5,-,8,-,8,15,10,22,36,46,70,52,61,44,56,66,59,57,50,44,53,45,54,37,38,31,32,27,18,15,23,12,31,11,14,16,7,13,15,12,12,6,19,5,11,9,8,10,5,4,7,5,5,2,4,2,-,2,1,1,4,1,3,-,1,-,1,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,1354,Kanpaikti(ST),MMR001002
 Never attended,68,28,14,18,4,14,6,8,6,11,9,2,6,18,7,10,18,17,19,21,18,22,10,27,25,33,24,17,20,24,21,24,18,32,15,31,17,30,20,21,29,18,23,26,30,50,17,31,14,28,30,23,13,28,13,40,11,14,4,5,13,8,8,5,5,13,7,13,5,2,7,4,3,3,3,11,1,3,3,2,-,-,1,-,2,5,1327,Kanpaikti(ST),MMR001002
 Total,92,98,106,101,76,108,61,89,90,73,85,94,89,124,78,84,69,79,92,84,80,75,54,81,71,88,61,56,51,56,48,42,33,55,27,62,28,45,36,28,42,33,35,38,36,69,22,42,23,36,40,29,17,35,18,45,13,18,6,5,15,9,9,9,6,16,7,14,5,3,7,4,3,3,4,15,1,3,3,2,-,-,1,-,2,5,3597,Kanpaikti(ST),MMR001002
