School_attendance,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Currently attending,142,411,504,451,419,444,416,341,357,271,174,171,131,94,81,37,27,7,6,7,6,5,6,4,4,3,-,4,3,-,3,1,3,1,1,-,1,1,2,-,1,3,-,1,2,-,-,2,1,1,1,-,-,-,1,1,1,1,1,-,1,2,2,-,-,1,-,-,-,1,-,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,4567,Kamma,MMR009015
 Previously attended,46,76,76,79,82,111,114,170,205,261,341,329,430,508,467,586,528,482,534,502,701,576,606,611,604,725,568,627,647,539,710,533,570,647,522,615,592,595,503,497,637,502,464,473,463,572,428,416,430,391,460,344,315,311,303,363,253,251,261,196,250,194,223,153,81,149,95,95,105,89,132,67,68,72,50,77,56,54,59,45,45,35,22,17,11,37,28029,Kamma,MMR009015
 Never attended,338,53,17,8,21,11,12,23,9,8,13,18,16,23,21,33,22,16,17,17,37,18,28,27,21,38,26,30,31,20,52,29,26,42,23,22,30,38,35,35,44,33,52,69,54,86,50,67,62,66,70,61,54,61,59,79,54,73,77,70,64,55,50,45,37,80,38,55,71,79,93,62,52,74,45,87,45,47,32,33,27,19,22,13,11,61,3842,Kamma,MMR009015
 Total,526,540,597,538,522,566,542,534,571,540,528,518,577,625,569,656,577,505,557,526,744,599,640,642,629,766,594,661,681,559,765,563,599,690,546,637,623,634,540,532,682,538,516,543,519,658,478,485,493,458,531,405,369,372,363,443,308,325,339,266,315,251,275,198,118,230,133,150,176,169,225,132,120,146,95,164,101,101,92,78,72,54,44,30,22,98,36438,Kamma,MMR009015
